novdescription,bbl,violationid
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT CEILINF AND SOUTH WALL AT FRONT SOUTH  AT PUBLIC HALL, 1st STORY",1016610016,11791498
"SECTION 27-2005 ADM CODE  REFIT LOWER WINDOW SASH  IN THE 1st ROOM  FROM NORTH LOCATED AT APT PP, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",1016610016,11793224
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CERAMIC FLOOR TILES  IN THE BATHROOM  LOCATED AT APT 4, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",1016610016,11801402
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR  WALLS AND CEILING 1 STY FRONT WEST APT 2. , SECTION '' ''",1016610016,2575931
"SECTION 27-2045, 2046 ADM CODE  PROVIDE AN APPROVED AND OPERATIONAL SMOKE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH DEPARTMENT OF BUILDINGS RULES AND REGULATIONS  MISSING 1 STY FRONT WEST APT 2. , SECTION '' ''",1016610016,2575938
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT  WALLS AND CEILING THRU OUT 1 STY FRONT WEST APT 2. , SECTION '' ''",1016610016,2575940
"SECTION 27-2005 ADM CODE  MAKE SAFE BY PROPERLY REPAIRING THE STRUCTURAL DEFECT  DEFLECTION OF FLOOR JOISTS THRU OUT 1 STY SOUTHWEST APT 4 DOB# 1035617. , SECTION '' ''",1016610016,2575952
SECTION 27-2005 ADM CODE  MAKE SAFE BY PROPERLY REPAIRING THE STRUCTURAL DEFECT  DEFLECTED FLOOR JOISTS THRU OUT 4 STY NORTHEAST APT 14 DOB# 1035617.  LOCATED AT APT 14,1016610016,2575954
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING AND WALLS  IN THE ENTIRE APARTMENT  LOCATED AT APT 2, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",1016610016,8099626
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT  LOCATED AT APT 7, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",1016610016,8303143
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE GLAZING AT BATHTUB  IN THE BATHROOM  LOCATED AT APT 7, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",1016610016,8303165
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE WINDOW FRAME AND CASING  IN THE 1st ROOM  FROM NORTH AT WEST LOCATED AT APT 3, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST",1016610016,8478001
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR  IN THE 1st ROOM  FROM NORTH AT WEST LOCATED AT APT 3, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST",1016610016,8478003
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE FIRE RETARDANT MATERIAL CEILING  AT PUBLIC HALL, 4th STORY",1016610016,11791469
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE FIRE RETARDANT MATERIAL WEST AND EAST WALL AT REAR NORTH  AT PUBLIC HALL, 1st STORY",1016610016,11791482
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE FIRE RETARDANT MATERIAL CEILING AND SOUTH WALL FRONT SOUTH  AT PUBLIC HALL, 1st STORY",1016610016,11791493
SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE METAL HATCH AT SCUDDLE LADDER AT ROOF  AT 4 STORY,1016610016,12256039
SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE FIRE RETARDANT MATERIAL AT CEILING CELLAR,1016610016,12256047
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE SOUTH WALL  IN THE 3rd ROOM  FROM NORTH LOCATED AT APT 4, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",1016610016,12255134
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING  IN THE 2nd ROOM  FROM NORTH LOCATED AT APT 4, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",1016610016,12255135
"SECTION 27-2005, 2006, 2037 HMC: PROPERLY REPAIR AND ABATE UNSAFE ELECTRIC WIRING CONDITION CONSISTING OF EXTENSION CORDS RUNNING THROUGHOUT   IN THE ENTIRE APARTMENT  LOCATED AT APT 4, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",1016610016,12255137
"SECTION 27-2010, 2011, 2012 ADM CODE  CLEANSE AND DISINFECT TO THE SATISFACTION OF THIS DEPARTMENT AFTER REMOVING THE CONSTRUCTION DEBRIS AND HOSEHOLD ARTICLES AT CELLAR THRUGHOUT",1016610016,12256008
SECTION 27-2005 ADM CODE  PROVIDE FIRE WATCH COVERAGE FOR 24 HOURS CONTINUING UNTIL FURTHER NOTICE,1016610016,12255144
"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½ï¿½ï¿½ï¿½11-06(B)(2)          CEILING,         NORTH WALL,         SOUTH WALL,         EAST WALL,         WEST WALL IN THE 2nd ROOM  FROM EAST AT SOUTH LOCATED AT APT 17, 6th STORY, 2nd APARTMENT FROM EAST AT SOUTH",1016880044,11978351
"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½ï¿½ï¿½ï¿½11-06(B)(2)          CEILING,         NORTH WALL,         SOUTH WALL,         EAST WALL,         WEST WALL IN THE BATHROOM  LOCATED AT APT 17, 6th STORY, 2nd APARTMENT FROM EAST AT SOUTH",1016880044,11978353
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR AND VINYL TILES  IN THE 1st ROOM  FROM EAST AT SOUTH LOCATED AT APT 17, 6th STORY, 2nd APARTMENT FROM SOUTH AT WEST",1016880044,11972251
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR AND VINYL TILES  IN THE 2nd ROOM  FROM EAST AT SOUTH LOCATED AT APT 17, 6th STORY, 2nd APARTMENT FROM SOUTH AT WEST",1016880044,11972261
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR AND VINYL TILES  IN THE KITCHEN  LOCATED AT APT 17, 6th STORY, 2nd APARTMENT FROM SOUTH AT WEST",1016880044,11972266
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR AND VINYL TILES  IN THE PRIVATE HALLWAY  LOCATED AT APT 17, 6th STORY, 2nd APARTMENT FROM SOUTH AT WEST",1016880044,11972270
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CERAMIC FLOOR TILES  IN THE BATHROOM  LOCATED AT APT 17, 6th STORY, 2nd APARTMENT FROM SOUTH AT WEST",1016880044,11972306
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD STOOL AT WINDOW  IN THE KITCHEN  LOCATED AT APT 17, 6th STORY, 2nd APARTMENT FROM SOUTH AT WEST",1016880044,11972330
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE WINDOW BALANCE AT UPPER AND LOWER SASH  IN THE KITCHEN  LOCATED AT APT 17, 6th STORY, 2nd APARTMENT FROM SOUTH AT WEST",1016880044,11972342
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE WINDOW BALANCE AT UPPER AND LOWER SASH  IN THE BATHROOM  LOCATED AT APT 17, 6th STORY, 2nd APARTMENT FROM SOUTH AT WEST",1016880044,11972354
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE WINDOW BALANCE AT UPPER AND LOWER SASH  IN THE 1st ROOM  FROM EAST AT SOUTH LOCATED AT APT 17, 6th STORY, 2nd APARTMENT FROM SOUTH AT WEST",1016880044,11972355
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE WINDOWS BALANCES AT UPPER AND LOWER SASH  IN THE 2nd ROOM  FROM EAST AT SOUTH LOCATED AT APT 17, 6th STORY, 2nd APARTMENT FROM SOUTH AT WEST",1016880044,11972363
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE WINDOWS BALANCES AT UPPER AND LOWER SASH  IN THE PRIVATE HALLWAY  LOCATED AT APT 17, 6th STORY, 2nd APARTMENT FROM SOUTH AT WEST",1016880044,11972367
"SECTION  27-2005 ADM CODE  PAINT METAL IN ACCORDANCE WITH DEPT. REGULATION RADIATOR AT EAST WALL  IN THE KITCHEN  LOCATED AT APT 17, 6th STORY, 2nd APARTMENT FROM SOUTH AT WEST",1016880044,11972394
"SECTION  27-2005 ADM CODE  PAINT METAL IN ACCORDANCE WITH DEPT. REGULATION RADIATOR AT SOUTH WALL  IN THE 2nd ROOM  FROM EAST AT SOUTH LOCATED AT APT 17, 6th STORY, 2nd APARTMENT FROM SOUTH AT WEST",1016880044,11972407
"SECTION 27-2026 ADM CODE  REPAIR THE FLUSHING APPARATUS AND MAINTAIN SAME SO AS TO FLUSH EFFECTIVELY THE WATER CLOSET ....  IN THE BATHROOM  LOCATED AT APT 17, 6th STORY, 2nd APARTMENT FROM SOUTH AT WEST",1016880044,11972423
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE           WEST WALL IN THE PRIVATE HALLWAY  LOCATED AT APT 17, 6th STORY, 2nd APARTMENT FROM EAST AT SOUTH",1016880044,11998652
SECTION  27-2033 ADM CODE  PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM DOOR LOCKED  AT BASEMENT,1016880044,12208713
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE MISSING ENTRANCE DOOR  IN THE 2nd ROOM  FROM NORTH AT EAST LOCATED AT APT 12, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",1016880044,12210695
"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½ï¿½ï¿½ï¿½11-06(B)(2)          CEILING,         NORTH WALL,         SOUTH WALL,         EAST WALL,         WEST WALL IN THE 1st ROOM  FROM EAST AT SOUTH LOCATED AT APT 17, 6th STORY, 2nd APARTMENT FROM EAST AT SOUTH",1016880044,11976579
"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½ï¿½ï¿½ï¿½11-06(B)(2)          CEILING,         NORTH WALL,         SOUTH WALL,         EAST WALL,         WEST WALL IN THE KITCHEN  LOCATED AT APT 17, 6th STORY, 2nd APARTMENT FROM EAST AT SOUTH",1016880044,11978354
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE           CEILING IN THE BATHROOM  LOCATED AT APT 9, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",1016880044,12227458
SECTION  27-2033 ADM CODE  PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM LOCKED DOOR AT BASEMENT,1016880044,12238980
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING AND ALL WALLS  IN THE BATHROOM  LOCATED AT APT APT9, 3rd STORY",1016880044,12234673
"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK  AT CEILING  IN THE BATHROOM  LOCATED AT APT APT9, 3rd STORY",1016880044,12234674
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE PORCELAIN FINISH AT BATH TUB   IN THE BATHROOM  LOCATED AT APT APT9, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",1016880044,12234675
"SECTION 27-2005, 2007 ADM CODE  ARRANGE AND MAKE SELF-CLOSING THE DOORS IN THE ENTRANCE  LOCATED AT APT 12, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",1016880044,12210692
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE HARDWOOD FLOOR  IN THE KITCHEN  LOCATED AT APT 12, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",1016880044,12210700
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE EAST WALL  IN THE 1st ROOM  FROM NORTH AT WEST LOCATED AT APT 12, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",1016880044,12210690
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE TOILET TANK COVER  IN THE BATHROOM  LOCATED AT APT 12, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST",1016380016,11205521
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR AND VINYL TILES FLOOR COVERING  IN THE 1st ROOM  FROM NORTH LOCATED AT APT 12, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST",1016380016,11205539
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING  IN THE BATHROOM  LOCATED AT APT 12, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST",1016380016,11205591
"SECTION 27-2026 ADM CODE  REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS AT SINK  IN THE KITCHEN  LOCATED AT APT 12, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",1016380016,11525134
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR  IN THE 1st ROOM  FROM NORTH LOCATED AT APT 12, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",1016380016,11525136
"SECTION 27-2026 ADM CODE  REPLACE THE BROKEN OR DEFECTIVE WASTELINE AT SINK  IN THE KITCHEN  LOCATED AT APT 12, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",1016380016,11581979
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING AND WALLS INCLUDING CLOSETS  IN THE ENTIRE APARTMENT  LOCATED AT APT 44, 4th STORY, 2nd APARTMENT FROM NORTH AT EAST",1016380016,8299918
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL WALLS AND CEILING  IN THE KITCHEN  LOCATED AT APT 24, 2nd STORY, 2nd APARTMENT FROM NORTH AT EAST",1016610044,11777598
SECTION 27-2005 ADM CODE & 309 M/D LAW  ABATE THE NUISANCE CONSISTING OF HANGING WIRES AT BUILDING FRONT  AT FIRE ESCAPE,1016610044,11866494
"SECTION 27-2005, 2007 ADM CODE  AND DEPT. RULES AND REGULATIONS. REMOVE THE ENCUMBRANCE OBSTRUCTING EGRESS FROM FIRE ESCAPES CABLE WIRES THROUGHOUT AT FRONT OF BUILDING  AT FIRE ESCAPE",1016610044,11945738
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE MARBLE SADDLE AT DOORWAY   IN THE ENTRANCE  LOCATED AT APT 53, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",1016610044,12241114
"SECTION 27-2005, 2007 ADM CODE  ARRANGE AND MAKE SELF-CLOSING THE DOORS ...  IN THE ENTRANCE  LOCATED AT APT 53, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",1016610044,12241115
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR   IN THE 2nd ROOM  FROM NORTH AT WEST LOCATED AT APT 53, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",1016610044,12241116
"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½ï¿½11-06(B)(2)          CEILING IN THE 4th BATHROOM  FROM NORTH LOCATED AT APT 33, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",1016610044,6428294
"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½ï¿½11-06(B)(2)          CEILING,         1st RISER  FROM SOUTH AT WEST WALL IN THE 4th BATHROOM  FROM NORTH LOCATED AT APT 33, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",1016610044,7918102
"SECTION 27-2005, 2007 ADM CODE  AND DEPT. RULES AND REGULATIONS. REMOVE THE ENCUMBRANCE OBSTRUCTING EGRESS FROM FIRE ESCAPES ANTENNA CABLE WIRES ALL STORIES  AT FIRE ESCAPE, SECTION ''BLDG FRONT'',  AT  NORTHEAST",1016610044,12251055
"SECTION 27-2005, 2007 ADM CODE  AND DEPT. RULES AND REGULATIONS. REMOVE THE ENCUMBRANCE OBSTRUCTING EGRESS FROM FIRE ESCAPES ANTENNA CABLE WIRES ALL STORIES  AT FIRE ESCAPE, SECTION ''BLDG FRONT'',  AT  NORTHWEST",1016610044,12251063
"SECTION 27-2005 ADM CODE  REFIT UPPER SASH  WINDOW  IN THE KITCHEN  LOCATED AT APT 61, 6th STORY, 1st APARTMENT FROM WEST AT NORTH",1016610044,12253249
"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½ï¿½11-06(B)(2)          CEILING,         EAST WALL IN THE PRIVATE HALLWAY  LOCATED AT APT 61, 6th STORY, 1st APARTMENT FROM WEST AT NORTH",1016610044,6849376
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE GLASS  AT UPPER SASH  WINDOW  IN THE 2nd ROOM  FROM NORTH AT WEST LOCATED AT APT 61, 6th STORY, 1st APARTMENT FROM WEST AT NORTH",1016610044,12253224
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE RADIATOR SHUT-OFF VALVE HANDLE AT SOUTH WALL   IN THE 2nd ROOM  FROM NORTH AT EAST LOCATED AT APT 61, 6th STORY, 1st APARTMENT FROM WEST AT NORTH",1016610044,12253235
"SECTION 27-2005, 2007 ADM CODE  AND DEPT. RULES AND REGULATIONS. REMOVE THE ENCUMBRANCE OBSTRUCTING EGRESS FROM FIRE ESCAPES , CABLES AT FRONT WEST FIRE ESCAPE, 2 STORY TO 6 STORY BALCONY",1016610044,12253264
"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½ï¿½11-06(B)(2)          CEILING IN THE 3rd KITCHEN  FROM NORTH LOCATED AT APT 61, 6th STORY, 1st APARTMENT FROM WEST AT NORTH",1016610044,6849377
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE AIR VALVE ON THE RADIATOR  IN THE 2nd ROOM  FROM EAST LOCATED AT APT 10, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",1016300061,11119044
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL WALLS AND CEILING  IN THE PRIVATE HALLWAY  LOCATED AT APT 22, 5th STORY, 2nd APARTMENT FROM SOUTH AT WEST",1016300061,11167376
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE HARDWOOD FLOOR  IN THE 1st ROOM  FROM NORTH AT WEST LOCATED AT APT 22, 5th STORY, 2nd APARTMENT FROM WEST AT NORTH",1016300061,11234927
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE CEILING LIGHT FIXTURE  IN THE PRIVATE HALLWAY  LOCATED AT APT 22, 5th STORY, 2nd APARTMENT FROM WEST AT NORTH",1016300061,11234930
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE VINYL FLOOR TILES  IN THE KITCHEN  LOCATED AT APT 22, 5th STORY, 2nd APARTMENT FROM WEST AT NORTH",1016300061,11234966
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR  IN THE KITCHEN  LOCATED AT APT 22, 5th STORY, 2nd APARTMENT FROM WEST AT NORTH",1016300061,11269325
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE           1st DOOR FRAME  FROM SOUTH AT WEST WALL IN THE 4th ROOM  FROM NORTH LOCATED AT APT 22, 5th STORY, 2nd APARTMENT FROM WEST AT NORTH",1016300061,11280487
"SECTION  27-2005 ADM CODE  PAINT METAL IN ACCORDANCE WITH DEPT. REGULATION THE           1st RISER  FROM NORTH AT EAST WALL IN THE KITCHEN  LOCATED AT APT 22, 5th STORY, 2nd APARTMENT FROM WEST AT NORTH",1016300061,11292231
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOORING  IN THE FOYER  LOCATED AT APT 22, 5th STORY, 2nd APARTMENT FROM WEST AT NORTH",1016300061,11341764
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE           1st WINDOW FRAME  FROM WEST AT NORTH WALL IN THE 1st ROOM  FROM NORTH AT WEST LOCATED AT APT 22, 5th STORY, 2nd APARTMENT FROM WEST AT NORTH",1016300061,11342077
"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½ï¿½11-06(B)(2)          1st RISER  FROM SOUTH AT WEST WALL IN THE 2nd KITCHEN  FROM NORTH AT WEST LOCATED AT APT 18, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",1016300061,10167623
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE ELECTRICAL OUTLET AT THE NORTH WALL  IN THE 3rd ROOM  FROM NORTH LOCATED AT APT 22, 5th STORY, 2nd APARTMENT FROM WEST AT NORTH",1016300061,10204833
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE CEILING LIGHT FIXTURE  IN THE 4th ROOM  FROM NORTH LOCATED AT APT 22, 5th STORY, 2nd APARTMENT FROM WEST AT NORTH",1016300061,10204835
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT THE CEILING  IN THE 1st ROOM  FROM NORTH LOCATED AT APT 13, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",1016300061,12191716
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF BEDBUGS LOCATED AT APT 13, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",1016300061,12191736
"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT THE CEILING  IN THE 1st ROOM  FROM NORTH LOCATED AT APT 13, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",1016300061,12191762
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT  LOCATED AT APT 22, 5th STORY, 2nd APARTMENT FROM WEST AT NORTH",1016300061,12218907
"SECTION 27-2026 ADM CODE  REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS AT SINK  IN THE BATHROOM  LOCATED AT APT 22, 5th STORY, 2nd APARTMENT FROM WEST AT NORTH",1016300061,12218901
"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). , DEFECTIVE,  LOCATED AT APT 22, 5th STORY, 2nd APARTMENT FROM WEST AT NORTH",1016300061,12218902
"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR , DEFECTIVE,  LOCATED AT APT 22, 5th STORY, 2nd APARTMENT FROM WEST AT NORTH",1016300061,12218904
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE HARDWOOD FLOORS  IN THE ENTIRE APARTMENT  LOCATED AT APT 22, 5th STORY, 2nd APARTMENT FROM WEST AT NORTH",1016300061,12218905
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR ALL CEILINGS AND WALLS  IN THE ENTIRE APARTMENT  LOCATED AT APT 22, 5th STORY, 2nd APARTMENT FROM WEST AT NORTH",1016300061,12218906
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES IN THE ENTIRE APARTMENT  LOCATED AT APT 22, 5th STORY, 2nd APARTMENT FROM WEST AT NORTH",1016300061,12218909
